ID	MB	COR	SHFT	DIF	W	CLASS
E2F-1-DP-1-cyclinA-CDK2 complex_6589	"CDK2,TFDP1"	"0.31166078583647067,-0.2079517955728992,-0.6303393051285293,-0.8364646140850882,-0.8377592735221397,-0.7096645654597428,-0.6315460784382232,-0.6240701666743123,-0.3406924566408834,-0.025609448722726594,0.2409588485793866,0.5701012789665052,0.7306034876272193,0.7342982222081074,0.7084148482903844,0.5450281289764984,0.2719731090330375,-0.1826557181000571,0.2912918065342447,0.5398902791454706,0.15832611794651152,-0.247220149992913,-0.33436623561740975,-0.221279183999516,-0.1391513611872604,-0.06313025826584664,0.298891291281115,0.6443939903601037,0.5823918663498832,0.5496677718657053,0.49516885977500724,0.027116113133512226,-0.465743315335886,-0.6819999795827035,-0.7971593166203658,-0.9095764413264346,-0.9818529067223268,-0.9949501336934703,-0.9919796013051403,-0.9596017284983596,-0.6465205514307281,-0.042235940512176794,0.1602237719677748,0.23892071982061555,0.43094876989020153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	7	"0.08179453625137355,0.13084405411250977,0.2175369039924761,0.2853992993903363,0.3251509859296277,0.3681830218154421,0.39847083502284547,0.336831515305673,0.16461131349658048,0.06483467347580085,0.06468064680343552,0.10969377144642424,0.1766665261537982,0.2113367333120269,0.18529368674548657,0.12519942648443894,0.154355535944039,0.28919239067773816,0.34140298258801066,0.3059651853713388,0.3746410633009805,0.48542412381365346,0.5027239281378545,0.5173298030415201,0.7425695335748679,0.8136718756571476,0.5244229180995869,0.1927251724407894,0.033218090976476516,0.018613085379373152,0.0015299702025789383,0.11803422449040356,0.2681687602893449,0.25242595665032763,0.13855900216938216,0.2726386580346706,0.6534586944855614,0.9107263898806025,0.9111050349842419,0.6718649496997078,0.26275307136764986,0.05432647382451826,0.16697250019168774,0.18639398086552814,0.19805010664958347,0.20113374841294734,0.19114479725945993,0.18502590972235994,0.17249339090791255,0.15245846356898324,0.15028455239363897,0.15358205907489653,0.1469290598982716,0.13334007896807665,0.10482915573832148,0.09150521460213908,0.15883798981220382,0.33775419926149397,0.6056872166466378,0.8755131631803467,1.0,0.8065415070549926,0.4571666674237749,0.21619448026135527,0.10959953933209966,0.06403583397521254,0.03745222687076728,0.018850348406498102,0.009641296022038103,0.005950614710684769,0.0027247468475157773,0.0"	6	0
EBAFa complex_1252	"ACTL6A,ARID1A,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCE1"	"0.9413834005466302,0.9653766225675781,0.9796548977221937,0.9842573045905755,0.9821929200200237,0.9797623370719172,0.9784580818990523,0.9741331896166883,0.9738725721397259,0.9805940703799413,0.9848395900684519,0.9852538540805583,0.9841549836716794,0.9782200150814132,0.9677192816018346,0.9517806706002473,0.9141314289161941,0.8271850896882312,0.7370556806411575,0.6268228007782843,0.5395245127820142,0.5357511665171479,0.5850394574566617,0.6743451826640208,0.6961954031361547,0.6731817627372114,0.7056795500008236,0.7928614336746317,0.8629095335439122,0.8883132439966882,0.9087353848753791,0.9261354823969995,0.9572227569092164,0.974579824209146,0.05092310494796066,nan,nan,nan,nan,nan,0.491829527258748,0.8557108405983426,0.9836466822656091,0.99181456650245,0.9930735367169246,0.9900314998998551,0.9825563041463116,0.9749760153761092,0.9643386965538414,0.9583019469113082,0.9574684969219078,0.9579474837364147,0.9625172008262234,0.9754087702551818,0.9880455101382792,0.9941871275722204,0.9930440233209227,0.9931042933782962,0.9714474500072915,0.6456607424106908,0.43684964349743716,0.6381385089169896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0.388888889	"0.018516210191016333,0.037813446792307776,0.07018960805888724,0.09476495762948371,0.10460974632022763,0.09706104046955916,0.10119032058720512,0.11354266127658902,0.12682071201187844,0.137678426401664,0.15611969856875751,0.1716223153478659,0.15725530934527363,0.1699069758592626,0.14921535526758362,0.1393098650161394,0.1405512364324284,0.1260729749132378,0.11083060384573576,0.11270149879790275,0.11360857591651247,0.10413256036786071,0.09480339642503142,0.08181762043201557,0.056323107122461885,0.03294948471024509,0.022750823911704555,0.016009968815379125,0.012699168000975366,0.009725830624227542,0.006391016686154381,0.0035830715720813655,0.001716726042849024,0.000585896326568666,0.00010416484548424337,7.847261087079937e-06,2.2578266524829062e-07,0.0,0.0,0.0,2.4134741708849665e-07,8.271744220549878e-06,0.0001068765650545611,0.0005580808858907617,0.0013445511957943055,0.001940316339014853,0.0024073527102423686,0.0028881277083822794,0.002984025614851938,0.0034597668738040425,0.008364365468599784,0.03532246482315744,0.11997485744218538,0.2488006880202679,0.32762706992049545,0.3001358444899597,0.20272637602790186,0.10883678497843795,0.042068567303361726,0.009617481872184176,0.0037819241370675985,0.004008625938198136,0.00383173320933893,0.0019464098502695339,0.00040992348859555483,3.297783740557199e-05,9.848924899368956e-07,0.0,0.0,0.0,0.0,0.0"	5.888888889	3
ABCB1-ANXA2-RACK1-SRC complex_7248	"ABCB1,ANXA2,RACK1,SRC"	"0.6868828879293783,0.673131653486205,0.5196838874845701,0.4482492788897024,0.562824688664768,0.8059958611905343,0.9072105441762434,0.926163725387493,0.9277020328497585,0.8889559958886802,0.8210796191921448,0.5241505904567819,-0.1378934110845596,-0.3155855765174073,-0.38392271952801854,-0.3851197840359,-0.7319663541793915,-0.6925593188877094,-0.38502965318102805,0.15390880975568633,0.43552605192568444,0.5478686050085392,0.6261818566418866,0.701276769712071,0.7733352306869669,0.6280427898416898,-0.14685110400233628,-0.39914598653622635,-0.38392396331514345,-0.23546760801185004,-0.07647875519116902,0.08724643611534033,0.17125281828901232,0.05921705103217429,0.11911510982478458,0.18464905104185422,0.11591560009615819,-0.010273767174850096,-0.09772815541345183,-0.09597879211308313,-0.026509025293939715,0.019338787582219324,-0.009288629674718071,-0.07270387688330268,-0.0820817456139702,-0.06901677880914858,0.01907812237100028,-0.09386267822127241,-0.16024277806471798,-0.18863005820310874,-0.23949069387288544,-0.29903447029375346,-0.34818718907998397,-0.359945082337906,-0.2958481878992323,-0.12621044498086303,0.1178029803824278,0.3262899706403723,0.5242398787370701,0.7456395536012268,0.9024582728940516,0.8726549013197605,0.8243227203955014,0.8187282840549729,0.8570352012891455,0.9237669811180353,0.9805172939093657,0.9808027964023379,0.9642615002149814,0.9687575753947216,1.0,nan"	19.33333333	"0.035405678676628,0.04713954623807911,0.0696126502695195,0.10658603421198966,0.1890065265586548,0.31367890953960115,0.4055593832461834,0.45270239198575607,0.48826229920824765,0.5121909685423547,0.5027229285963869,0.4567684017476466,0.4001056005076751,0.33524040922041914,0.28885824140559585,0.3100341448786378,0.35903755284797884,0.3322271203844989,0.2615546899998797,0.2545344975848083,0.25669902227807784,0.21954424584667534,0.16155926178966284,0.10299197187353866,0.07037712963308858,0.05986386408472321,0.0518917239262787,0.043925287200532424,0.039348805461991494,0.03488515284439133,0.03126398318416232,0.024905188617996937,0.012228518371661314,0.0038594927096443645,0.005138637181230771,0.014754681428688238,0.024784511798292167,0.028605375320345263,0.03024649947710072,0.028772756899527883,0.027557058369988577,0.02223327528759983,0.011363506810509497,0.022396838448143924,0.05245257732477063,0.062282103002221346,0.09362677846150481,0.16008882445269218,0.23079616961759744,0.31392249261772004,0.4123877545562156,0.49231287655779105,0.5004485276116416,0.4334918674852318,0.3225188795807575,0.22468556279535812,0.25367488630047835,0.40763235089219085,0.5160949612564186,0.5354523897009859,0.5649457737891513,0.5578511795513883,0.38810856029551294,0.20610931429952217,0.0973199407962973,0.04760295202488274,0.025867426724910308,0.018255481311180304,0.014164842981687605,0.009891846798854546,0.006606225183177153,0.003937340523046343"	5	0
9-1-1-LIG1 complex_2196	"LIG1,RAD1"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31223863823850745,-0.00345761696620816,-0.2520862867578918,-0.4305914015391042,-0.5590802168168233,-0.6656800045987042,-0.7444091211162698,-0.7585949687130533,-0.6944720544034481,-0.5973688899229151,-0.49029134166336874,-0.34684608638604575,-0.14771062221760548,0.08302719327505405,0.10880304502287513,0.024289994517447504,-0.11182241076649133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	7	"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58089159774756e-06,0.00016434293377117856,0.0022906905710067768,0.014199891578969675,0.04700878061529264,0.1000882029882424,0.1516335888545651,0.17492244178624064,0.1703595717643033,0.1850003957548407,0.3195758532440732,0.6231429325193566,0.9444452275720782,1.0,0.7564341429067333,0.4681056569392793,0.2541207899943996,0.06928538327243455,0.12969838652472668,0.2945447525143835,0.32324160188706397,0.21827960568019725,0.0840144252377754,0.015403696621642714,0.0013489673218926475,0.00611845975248201,0.07736760682947377,0.38816905429517384,0.8526009215825225,1.0,0.7859445561038172,0.43918227542834803,0.1513699569252379,0.026214569573550586,0.0019412679506886515,5.5136248600404255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"	3	0
DTNBP1-TRIM32 complex_6689	"DTNBP1,TRIM32"	"0.08713761424653835,-0.013966665204675365,-0.1786888130327837,-0.5924413080390726,-0.78210359157949,-0.8153244644533088,-0.8595994853028686,-0.8854806604407454,-0.9004713802637974,-0.9250134824456987,-0.945081066999747,-0.8986487982530676,-0.7471885419367866,-0.476224670564449,-0.13713378762717893,0.19963588378567745,0.41766509562878223,0.4993156378226828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	6	"0.00435389890325467,0.05492224821404438,0.2897307062440458,0.7069365948969509,0.9857428905190768,0.9934758706135952,0.8569921028592697,0.6785072901306515,0.44666019159290965,0.26899214656558096,0.3343172198060484,0.36763853056641344,0.21244165219573574,0.06758746285538919,0.4434345020230319,0.7849155541556083,0.981582447139017,0.9999165215073179,0.9214628018208191,0.8163041345865737,0.7118365487283433,0.6000108249582751,0.4941524901926058,0.38457738135223796,0.24197165830842873,0.14419901154236628,0.0892853793633069,0.03654932444517664,0.007000971198398258,0.0005422584921992272,1.5830854440946333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"	7.5	0
WNK1-SPAK complex_1123	"STK39,WNK1"	"0.9725510136451767,0.9189799454863009,0.8507042371355633,0.8823823795973711,0.9259521218836604,0.9419609921325448,0.9417454038935457,0.9319631096094466,0.9106057161409432,0.8226418336520461,0.5922866520347301,0.14360337941475013,-0.40452428028850684,-0.5329170412376238,-0.15050184910280257,0.23435535727701065,0.7065898023089532,0.8392572196456104,0.9479428019722002,0.9824973356563786,0.9479202396894156,0.8199183599968506,0.7152049648591206,0.6970755697125205,0.6960076632390341,0.5259613089995214,0.24592329118629974,-0.1106936440190313,-0.5112699634262224,-0.7544857029842079,-0.8010000502134269,-0.7668456107566682,-0.6919897951798741,-0.5635763642182808,-0.3911842619693314,-0.2869889517810993,-0.2614118994458238,-0.2713709743252498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	1	"0.1102588360751211,0.16562079107269412,0.28142511554389127,0.4067448126178188,0.49547017470056054,0.6269451830495536,0.8002289208310231,0.8628460467072223,0.757059331162804,0.5341328588408287,0.33264406765519383,0.23031967888604754,0.18161441334534556,0.14114013390111618,0.10445307202869128,0.08316003078200082,0.07829818909194872,0.07146640085776895,0.06208757938271173,0.0549391714815423,0.04512914547000188,0.03901175763439149,0.03342455892812387,0.02401093128053241,0.016270681295764,0.004840378770904222,0.0025245634955407895,0.007839999875148558,0.009456113996399958,0.0005253520474708326,0.01384009712696127,0.02752853587103548,0.027144240862485795,0.005718812857277201,0.018694561612806464,0.030853624961792073,0.04103233985735882,0.056017337451415614,0.07252803558797091,0.08955377176526322,0.10485229831656276,0.11886550884983234,0.15086453936076694,0.26872484574608685,0.5244958807214656,0.819411518097858,1.0,0.9913863815627266,0.7613691103126063,0.47150055113361306,0.3054328475307744,0.22811042081599742,0.14896919459802963,0.10151838542903305,0.07910983551127174,0.06234382594164418,0.05762511621644677,0.043530440145615815,0.025123897644944947,0.01484180300585113,0.016571955668362188,0.0216114213700357,0.02132126775322147,0.020955165374941048,0.020247623053866213,0.013390996034231812,0.008666495441666137,0.006679362032065606,0.003937916697053913,0.005274971818803397,0.009831058353989433,0.011181548380898968"	6	0
NuRD.1 complex_587	"CHD4,HDAC1,HDAC2,MBD3,MTA1,MTA3,RBBP4,RBBP7"	"0.8019867958418144,0.7351414142060777,0.6639988827060678,0.5359306629577368,0.44381936314805764,0.6277742233285882,0.8828246050442685,0.9417982814742522,0.9525737745109939,0.9546909003886528,0.9595207412655246,0.9667273681051013,0.9705406645015254,0.9669638933938886,0.9599527692148098,0.963375455222447,0.9646381572278814,0.9431077205921061,0.8732499849611389,0.8107572606823777,0.8374342451039855,0.8438520458558196,0.8602360186424234,0.8520824113357591,0.8485684676542858,0.8569119326819905,0.8621192778155553,0.8222967375878879,0.6486198322913123,0.4749150638738378,0.3184705622598095,0.1517768885405493,0.07433615433628718,0.06819812780027895,0.042634904086599215,0.0828068647791207,0.10694288403092264,0.08162216502518382,0.04110323916516645,0.12138648348149647,0.07549758633787224,0.03252531286510786,0.027608708498473612,0.038313384504852846,0.042144015759857496,0.05648776544873375,0.11958063175253843,0.20285504794524983,0.3485100840372376,0.38503887668431735,0.6539528136329916,0.709493383058439,0.701531188620677,0.5917531694746522,0.4647223810807614,0.44924409758998957,0.5695458517733062,0.7510451270656896,0.9603054866549469,0.9276717179284334,0.8351446170191762,0.6706990626660523,0.5930145874096168,0.6453746627512246,0.9642662999944228,0.9661783835572353,0.9168904530682109,0.8209985317646884,0.7668741722466792,0.8645331302565615,0.9999999999999998,nan"	0.25	"0.04255218035238836,0.08153528512202184,0.14005774498239837,0.1785475602480672,0.1957767446685666,0.21320428746775652,0.2318806500843305,0.2496854948557458,0.2656127642856444,0.2705196564102312,0.25371813404106375,0.22106802410099885,0.19165717556431802,0.18215571259353158,0.21872324785950734,0.2861478560758111,0.3078729490846391,0.31547765814447,0.263278094464322,0.19035103856886046,0.18400987767700153,0.19977454180636942,0.22414941232292307,0.2336000312946762,0.20265865447801587,0.16554128168607088,0.13861361012503734,0.1092368351270974,0.10899966700150845,0.11353741523214742,0.11237945540060557,0.10113052901531763,0.07578666848670691,0.06365664399328011,0.06044305319195022,0.05527984030078279,0.04611928832176705,0.040666129482374754,0.0415948929562031,0.042052540384471745,0.04011103199288304,0.04605500084085502,0.07204282712599439,0.12983321256852565,0.17250930881681084,0.17027116900320816,0.16458105952016897,0.22116187908915866,0.2814109223305378,0.30251678299354096,0.34157098233457267,0.43485824407608825,0.5076350244782643,0.44098218860608995,0.2699195844150851,0.12949963385014415,0.07390965077429264,0.10920315886788148,0.1482002718714715,0.12333162047148095,0.055598750569410604,0.014053837728867454,0.005561110233113724,0.005331860810811144,0.005272645036005318,0.004185694886580258,0.0027317424332152563,0.0016537237671672696,0.0010182981699697186,0.0007122610908314931,0.0003719188271168222,0.0"	5.625	3
Sam68-p85 P13K-IRS-1-IR signaling complex_2577	"INSR,KHDRBS1,PIK3R1"	"0.9029555661668024,0.8524409942488335,0.6010629351209025,0.6254356191642605,0.8574675333075457,0.9555735140014436,0.9691792607878018,0.9361500304119503,0.8181645708547706,0.47256168309500035,-0.04484160059664281,-0.35771384418251717,-0.2090888261149688,0.16189416183782815,0.4472069636719691,0.6753014749150944,0.5941059188152004,0.18822638446427922,-0.161147119362485,-0.4335279000949736,-0.5358908011742921,-0.3703842737278816,-0.07642707372761033,0.25508178140061866,0.6160113297379538,0.8624567794209402,0.15918273024672783,0.20843024445215572,0.21719812886494458,0.17309414796014364,0.05736414309583863,-0.16791231603939274,-0.3047070548634313,-0.6010784640887548,-0.7304608753427074,-0.7717796800183052,-0.6887268545916214,-0.6175887017186515,-0.6146795184031828,-0.5736496861104143,-0.666789411638139,-0.7092581574126753,-0.7065773741548652,-0.6994332565328307,-0.7598215629139735,-0.731663206096813,-0.6184907497894353,-0.4617000575569792,-0.23903685957584142,-0.1481840292908345,-0.23345138155014908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	16	"0.20783916004556524,0.32694234055024546,0.485926926169667,0.6034765908752405,0.6592421630688409,0.6666666666666666,0.6476888930972965,0.6666666666666666,0.6631588630492549,0.6223826135050262,0.49924098419358814,0.3908453162331646,0.3591975425396481,0.32408636634177695,0.30462289646148105,0.33296902505963605,0.4053306194568654,0.4784015729709104,0.5177853777484885,0.4786013131473177,0.3893034302421959,0.3232698396014653,0.3020020313112721,0.2935764736703715,0.2684522845761953,0.24328758872528525,0.22388807099435906,0.22264265309156497,0.18773268532388596,0.1376702114361703,0.08103028094730623,0.03052501051557586,0.0058161382810978865,0.0030279727917884957,0.01439336237216429,0.03780099539857414,0.0544469118693419,0.04493025705348889,0.03108770435083721,0.11167012940584777,0.2974955855199955,0.5500305219785965,0.6666666666666666,0.5454309943400404,0.315898493520565,0.1655451222726006,0.07662797085185884,0.04190166123605044,0.09894710102635708,0.12552086794172593,0.11324944212747932,0.08787243895842149,0.05635662569687053,0.08679895122052271,0.17357100681063142,0.22059951964158062,0.2337563973332084,0.22967272689504603,0.1967823699355552,0.17138502525969457,0.18538053780523708,0.1991472145881855,0.19027337877816633,0.17908839237454857,0.16870613204307294,0.1563829402469827,0.14674789707495808,0.1506690351410451,0.15959592197996653,0.1441888493598264,0.10140914328207401,0.0610947800825666"	5	0
Daxx-Axin-p53 complex_3170	"DAXX,TP53"	"-0.693373575981147,-0.8902010420984656,-0.9440416123564517,-0.9402272713743373,-0.9223046817462017,-0.7719940437915368,-0.39295658264326155,0.04121605296098628,0.4696426211250672,0.7571653038939716,0.8350719555747915,0.7652517017336844,0.6985448353099998,"	0	"0.6180508149092886,0.8052745409146032,0.9443504887147703,0.8549409400610154,0.6774858561372109,0.5612644817837411,0.45517546212908244,0.28391903540826224,0.05612449013786852,0.13539011972903034,0.29683864668289084,0.3946891237639708,0.3668140183716236,0.2625697990047837,0.12204928504525953,0.004357593051192835,0.019808359041070818,0.0034173400394613045,0.049168580585351854,0.12332937441208801,0.18603721794968048,0.23243314387105674,0.29439571575033097,0.3462848235900365,0.3226628414966477,0.3176464902898878,0.4072553129772759,0.4739000467506699,0.5214027724100097,0.5902064621614964,0.6966238574098573,0.8687040874838958,1.0,0.952765347362537,0.8060471637707459,0.6392099699109026,0.47750141062609275,0.3812116973400949,0.33188095724807337,0.22875749074936963,0.11774728277627347,0.04261502096698916,0.00792315533776885,0.0006100897773332476,1.7811033227647287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1305368703173084e-05,0.00038568776286840496,0.004935293650076878,0.02500149738231272,0.05414141525857647"	4.5	0
LDHA-LDHB complex_7258	"LDHA,LDHB"	"0.523900885624657,0.35925533314173863,0.34752427946467723,0.7362354479361098,0.8875281342530807,0.7602209007138508,0.6355559581796365,0.5864007834104248,0.6909265987492359,0.6051971248771333,0.23855646510195544,0.14469262196945162,0.250593270844147,0.44577690158505956,0.20498536911738213,0.0026029478768663395,-0.028539514807883512,-0.03444126279436303,0.0817539532862757,0.2903348069615512,0.375247286963302,0.46967044508861183,0.5840391798031798,0.7094905550850147,0.8562809612196433,0.9121905875416062,0.8393997263459687,0.7491644433301651,0.8757859066639223,0.9948051268189144,0.9985947057804605,0.9975875000543407,0.9962201863958213,0.9961131365581233,0.9970876068972916,0.998315547784455,0.9963501839793111,0.9983888055074972,0.9976367322930239,0.9964697703915827,0.9973156880679502,0.9957987859166157,0.9804083739274085,0.9553680874357312,0.9410196877250466,0.9386042212785952,0.9437134212666152,0.9558359878882127,0.9685822578562873,0.9735883622875573,0.9761738827865829,0.9898167873942638,0.9992308723294028,0.9999202889157452,0.9996788989709292,0.996899589062279,0.9836888690423551,0.973215093387498,0.9744150538393729,0.9612956075299394,0.93922671310327,0.9108578105192414,0.8617862183086942,0.7618423215510781,0.6569903667334936,0.6662163395302013,0.8733471349268553,0.9919687142596689,0.9938034869726602,0.9999498964136223,1.0,nan"	0	"0.0,0.00018753907066778726,0.0002959380555047041,7.911857766175457e-06,0.00035416308937674706,0.00047902627663733865,0.0005162476492993627,0.00044058705250899546,0.00018872266458052212,5.5184074242133714e-05,0.00016935896320694475,0.0003564771731691765,0.00035360135045507625,0.0001601720176694913,3.3356167925569185e-05,3.1761659905063045e-05,4.8891921462243656e-05,2.7790040277146395e-05,5.938127527141293e-05,0.00014013974593464452,0.00010201114390796069,6.945149578510882e-05,0.00012756655963271004,0.0005425111540061068,0.0025786399996872243,0.005921855083975537,0.006303494934475172,0.002958328706207508,0.0005171913987750479,8.277545579159836e-05,8.393260745825822e-05,4.395841710779066e-06,4.572010345388144e-05,2.9808477523116193e-05,4.5200406811922434e-05,0.00012711590415752459,0.00018922570711475716,0.0006066959654311191,0.0020165152308127487,0.004671301816888945,0.00743062698909,0.008739605406703106,0.008968801310614782,0.010001808771338765,0.015047809458248323,0.032479842030141884,0.06582447274121547,0.07517103862169561,0.03177469109164732,0.0,0.06773045406013667,0.2240690428270703,0.2578972480536495,0.160174116963878,0.07128928087898262,0.029219792487902463,0.014739124398548173,0.00763734758637526,0.0029227572334017734,0.0008476281018374339,0.00033976928730136864,0.0002660820520443089,0.00023460754872431724,0.0005617856288584544,0.0013763487114430927,0.0016381085738409354,0.0007795381242966526,0.00030272031006560885,0.000584943750858778,0.0002939932627333817,0.0003027169210569002,0.0003264297681528904"	3.5	3
"RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying_3062"	"CREBBP,POLR2A,SMARCB1"	"0.5134055130572541,0.21042222402441976,-0.015438876322036922,-0.42029314848128335,-0.6608612761688164,-0.5729080429103574,-0.3038222635443823,-0.2275746781035577,-0.1903610139977893,-0.17349729580753062,-0.13243574728526078,-0.07106530802965332,-0.11800454768586761,-0.18012723727540614,-0.22702371103990457,-0.28985335674626617,-0.3681240732009659,-0.3792419567445558,-0.3185655876771063,-0.2693661986414228,-0.20260633504628703,-0.0017414721673582416,0.3054855017238582,0.5385672805577099,0.6830987707691939,0.7805295682999177,0.8027066250744386,0.785314480795868,0.8004228354015205,0.8411946866697116,0.8818684587593562,0.9268892471510303,0.9299158327884869,0.9551198105515281,0.98429535115092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	7.333333333	"0.03613938806307672,0.06631462270400369,0.12380835190860447,0.17164260257411293,0.19572654255872604,0.20592788119256666,0.21752543736431332,0.2257958564551624,0.22678381302462916,0.3629237064081685,0.5310146108293713,0.6494037892575543,0.6666666666666666,0.5847240269281395,0.46820795294791545,0.374102858492577,0.2914115471711249,0.19152004584522073,0.057477234590863825,0.27056553688531326,0.4217914651526753,0.4795054129832257,0.5342108981864395,0.5693932778309756,0.45735077313679207,0.5767908569988461,0.6374606262613046,0.6099129184050748,0.5618994767646632,0.4636734512571142,0.33720123814932873,0.2231812172912221,0.12322427308498295,0.05546163337978904,0.018395866194747573,0.0032716750200585862,0.0002473081881024214,7.141842300503521e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.178043027716868e-07,1.6927530157081212e-05,0.00027426058953291334,0.002112704052766277,0.008175482107960088,0.015977283051084087,0.015659956481671705,0.007266630300922607,0.0014428091358222725,0.00011308618945724779,3.3215442070349103e-06,0.0,0.0,0.0,0.0,0.0,0.0"	6.666666667	0
HDAC1-associated protein complex_646	"HDAC1,KDM1A,MBD2,MBD3,MTA2,RBBP4,RBBP7,RCOR1"	"0.8199607188123911,0.787897685318402,0.7298282712772342,0.528450443975151,0.26365818251721607,0.20358685307058666,0.25408438948303363,0.2685679974767931,0.26902369756297817,0.2792667280600946,0.3153200473985513,0.40394985261554733,0.6013096543814627,0.7975459617367145,0.8265742392925882,0.8284109115136655,0.8394628527051614,0.8259433245099537,0.8484430096959393,0.9079750964662546,0.964669401552823,0.9716719333328656,0.9687356463026081,0.9691905366735262,0.9655122190095449,0.9544419859263576,0.9306894290985687,0.8564405379191494,0.6514646454720063,0.449505949384232,0.286143751138948,0.09307231323697138,0.013629573824591137,0.02568292483678381,-0.011925887538205426,-0.05679991834806196,-0.09483038065501108,-0.13839552236444058,-0.1014301455096402,-0.040848897304092475,0.03351664727866016,0.018564854141539505,0.0306820129870126,0.03916698973241869,0.01459510841305256,0.007187269131151382,0.08201336698742596,0.20578581287654663,0.3320493679129594,0.4406248452043384,0.8295840818190268,0.8871148982732032,0.9394078090451728,0.9638077850306681,0.9647963207885112,0.38098107425947303,0.34954274819694336,0.31310497880950966,0.06312312462472529,-0.041058761542279,-0.17892325155712097,-0.2830991135727746,-0.29764056428435504,-0.29386297538602685,-0.2875353597489846,-0.2854024007400027,-0.28145352077027996,-0.1955578536124751,0.4347662559853441,0.9138713444529335,1.0,nan"	0	"0.0592438952072255,0.10051485561888122,0.1627788642971333,0.21085559213915078,0.2421601014913304,0.28076268607740856,0.33095465730015466,0.3904774361759077,0.45419691416189173,0.47229274094976914,0.4279833355732626,0.3332951823998232,0.22178808005022863,0.1579837486368781,0.2201667903705105,0.3249385118931406,0.3839987876381473,0.35101645268414605,0.2669918808039163,0.1970509918582395,0.1845784185595056,0.22943156526528855,0.274900504743498,0.29357994815830507,0.24946988219711538,0.19307968564181688,0.138995284296385,0.0885945535306589,0.0826116703019684,0.0733203586361419,0.06351337958396157,0.06026466473917785,0.06208090986712881,0.06603618759003586,0.06554286152797403,0.05817091607233825,0.049413730728399725,0.04409348896745062,0.04470380937851184,0.050677808946708466,0.06509669411762244,0.09119125096642448,0.11604287081620988,0.12353998154314046,0.11362057607038376,0.1113033914729002,0.1484083723010716,0.2213998887061179,0.27885616308504385,0.29491188862691725,0.3251139062311869,0.4060345241968421,0.4717474930189948,0.4115581709286645,0.25323638207730187,0.12005849245907534,0.05646925735681274,0.03214351360569888,0.02102443190895442,0.014221857998778845,0.009765280464713389,0.006735796796662106,0.005250756610100287,0.005322821692563181,0.005272913018742402,0.004194801141537593,0.0028477026825851843,0.002524210389328011,0.0037339607395058447,0.004102504483138571,0.0033767873120745,0.0026240363155234374"	6.125	3
