ID	MB	COR	SHFT	DIF	W	CLASS
Itga3-Itgb1-Tgm2 complex_2402	ITGB1#ITGA3#TGM2	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01073080702432021,0.14009213859969497,0.1532837463198969,-0.04555474499434148,-0.27570008871154567,-0.3134773377949634,-0.32113550627047044,-0.32428259913096535,-0.3138897397826786,-0.3011930599075591,-0.29132731164171377,-0.28964580181122446,-0.3029106064309961,-0.32009653628930884,-0.3170971012383131,-0.30243305939257675,-0.28525430146832625,-0.22186440795394333,0.009130496225140382,0.122758699653008,0.15546786758068185,0.22638435534692167,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,-0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan"	28	"0.06739887490320119,0.12695976757782604,0.2240608088600375,0.32849094413681584,0.4286174072214219,0.5151180664438907,0.5768329452493884,0.6393184569221996,0.6666666666666666,0.662290671187359,0.620757105264563,0.5573598639623015,0.48777113378158693,0.4179941108653448,0.3776964569587409,0.3958322517330684,0.4155478310879301,0.389884393753982,0.3640602665768269,0.34580395982422,0.32803441711790543,0.30653883721461,0.2919064789351764,0.2842882415138805,0.2549685055552418,0.21721465384198135,0.17857138725775898,0.14277615487698964,0.1255429960710832,0.11427918422015575,0.10355989165578434,0.10433680353389625,0.10918576631657213,0.10859313502042388,0.10736238088213185,0.10304122645795101,0.09405471415395561,0.0857896476795092,0.08187414517526584,0.07843841305616177,0.07325221892430767,0.07186382788322977,0.07134962523664344,0.07395569230860817,0.08257089960259996,0.08961873928112139,0.08799094059619944,0.0746819304793986,0.21902990230527994,0.496352360012665,0.6666666666666666,0.5331895239401594,0.22864057319033113,0.04815844565969691,0.055486543300615726,0.05633376288502629,0.058978808303975165,0.05432803238844486,0.04284907647437028,0.03680307853133149,0.04169908531867983,0.04541973372329857,0.042251468756263566,0.03733707106206452,0.03451516490997087,0.03270541564750641,0.030198815084330557,0.029352993784458895,0.029129334954200437,0.024371481096356024,0.012108646703837345,0.0"	5.333333333	0
Itgb1-Rap1a-Prkd1 complex_2415	ITGB1#RAP1A#PRKD1	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13161166505700028,0.14044020500318946,0.11418094687549496,0.020147221116046794,-0.12912990199789873,-0.24776229195143953,-0.32625414716097023,-0.38017328798050265,-0.3393724348791793,-0.17495162591697888,0.019851601361120425,0.1728115550470742,0.2517112318256975,0.2632263829767625,0.22443119115401344,0.24545730665115584,0.34509895018058107,0.38447357752691813,0.4202528738708748,0.4477706283979637,0.37082608852617643,0.06608515999233257,0.030070916395037017,0.07440670097165994,0.15546443279891428,0.2265050184590568,0.2058514838573368,0.1506487718927739,0.09582331338934412,-0.010568028212622814,-0.19107270225651452,-0.1808954212579843,-0.06534122562957768,0.06317089982814143,0.18342953902445627,0.2535898374584206,0.2594978534685224,0.3052033822704316,0.3047993960128489,0.2824124436457597,nan,nan,nan,nan,nan,nan,nan,nan,nan"	4.666666667	"0.06739887490320119,0.12695976757782604,0.2240608088600375,0.32849094413681584,0.4286174072214218,0.5151180664438908,0.5768329452493884,0.6289781873917225,0.6666666666666666,0.662290671187359,0.620757105264563,0.5573598639623015,0.48777113378158693,0.4800844385321565,0.5059301859855605,0.5850753780027446,0.6539864334180677,0.6666666666666666,0.6512040815978981,0.5947350682399636,0.5283639135754774,0.4634519276639221,0.42419887754988933,0.40943736113982343,0.36161469164497967,0.2977158040057198,0.23514283364543623,0.17317940698694037,0.13535721786911575,0.11499383093638695,0.10355989165578434,0.10433680353389625,0.10914066303151924,0.10699197281066085,0.08549856915602048,0.10271864562858574,0.36360293510805425,0.5945541599653796,0.5979565640095893,0.40126223645766856,0.15271323846812798,0.042681097498186715,0.06571611032135627,0.07351835731501873,0.08255811569383814,0.08961873928112139,0.08799094059619944,0.0746819304793986,0.04653102172822398,0.02179786819708829,0.012388843060989986,0.013549089350622268,0.027652045288074866,0.04815844565969691,0.055486543300615726,0.056333762885026284,0.0630575498788276,0.08110824057686121,0.09918207653295352,0.10501390870574527,0.10233381136595432,0.08907771804105784,0.06601478023669427,0.050704105670265315,0.04826224949125912,0.048968832484842795,0.04493006938695796,0.031675023167564424,0.029129334954200437,0.024371481096356024,0.012108646703837345,5.698723864546799e-06"	6	0
ITGB1-RAP1A-PKD1 complex_2416	ITGB1#RAP1A	"0.7344862259620758,0.7000846059340524,0.5947027447020863,0.3398075315214079,-0.15153093030474743,-0.5864033408127821,-0.8097203222429835,-0.8986206485713644,-0.9221733995931023,-0.9090010809875297,-0.845839629298156,-0.6129232641814555,-0.05264633606186873,0.5537107286335716,0.8503782399519371,0.9395531687487982,0.9737083228408475,0.9861345292697279,0.9844192776796323,0.9907733264977525,0.9969292438155223,0.9993524164503685,0.999662187652953,0.9989241154635911,0.9960111775221296,0.9792906643254999,0.9188966579600832,0.8620439573594902,0.8111293794275667,0.5714963360170369,0.2455141486940308,0.12901984437611194,0.16938678211018734,0.1573040189737198,0.05376652309406846,-0.1259279529175335,-0.22108907656348173,-0.23333863386538017,-0.18141956764506809,0.018556165788154666,0.08545637548670951,0.13398094524382315,0.1725240032361082,0.04775952334150303,-0.046360909421983204,0.09021274918509507,0.2232201029149747,0.46639329839674065,0.6795150553771702,0.6175544515720107,0.4519463156783221,0.28746994016803395,-0.03170408463786636,-0.573218106769539,-0.5426862637739512,-0.1960236768887318,0.1895126994844266,0.5502886170733728,0.7607695123752687,0.7784935604055743,0.9156101468112994,0.914398188038549,0.8472373309372797,nan,nan,nan,nan,nan,nan,nan,nan,nan"	6	"0.1010983123548018,0.19043965136673904,0.33609121329005626,0.4927098262021707,0.6420101085641272,0.7607313243888673,0.8013366449312731,0.7799947990888729,0.7370002414402279,0.6305475791890544,0.44029657407166906,0.21420109502699858,0.030311607650399197,0.0931354915002175,0.19235059354022943,0.28386468940451426,0.35765790349520654,0.4151734093690269,0.43071572253160684,0.37339666262361537,0.300494244686358,0.23536963567396813,0.19843859792206942,0.18772367943891438,0.1599692791346068,0.12075172524560768,0.0848571695815159,0.045604878164926116,0.014721332697048811,0.001071970074346812,0.0005495803837071711,0.007371703769836591,0.019262160741675666,0.03690898642284074,0.07222053048067964,0.11584214503791876,0.12513323653764438,0.08420186764118816,0.019746063777282788,0.014365492098100313,0.007009738123247719,0.06402164624728007,0.0985741654820344,0.11027753597252808,0.12383717354075721,0.13442810892168208,0.13198641089429916,0.11202289571909789,0.06979653259233597,0.03269680229563244,0.018583264591484978,0.020311419989558037,0.04106122873553619,0.06688680512918771,0.055673802762356665,0.019306623892267075,0.0061181123622786465,0.040170312282624535,0.08449950008787487,0.10231624526162067,0.09095208907091173,0.0654869764766389,0.03564496722064606,0.020050551912301193,0.02062062687193237,0.024395125256004575,0.022096881453941113,0.003483044074658291,0.023981836424158805,0.03277801643804919,0.017870226951645245,8.548085796820198e-06"	7	0
ITGA4-ITGB1 complex_2418	ITGB1#ITGA4	"0.9969740525750004,0.9966206131669838,0.9709580501687385,0.8752718864255106,0.7466659353532038,0.7958757375223677,0.8538931686005077,0.8582326239105185,0.8223701792432547,0.767977854306588,0.7804744152516322,0.8375663360226427,0.8047083514773307,0.810571626064245,0.8389096255019363,0.8824397016021854,0.9390354226205831,0.9467346181661647,0.9557468517609813,0.9581246990564523,0.9564545455500301,0.9544317366519177,0.9592838137403233,0.97408681522002,0.9804536277468708,0.9829455928713682,0.9877942322122116,0.9219521737200367,0.7058370711974481,0.4423677442980995,0.1847889517605711,0.24952919874393173,-2.5618070026881917e-15,-2.32471472538708e-15,-2.4342825174976525e-15,-4.212308912963017e-15,-6.314959965244688e-15,-8.134647409335382e-15,-7.006514563564273e-15,-3.723199813643337e-15,-2.538723691486926e-15,-1.8934573647111285e-15,-1.816012344443476e-15,-1.5695283768654375e-15,-1.7869912794041067e-15,-2.001383018533991e-15,-2.298258278504955e-15,-2.5290021887734024e-15,-3.132830913106215e-15,-2.9663274472605183e-15,-2.872692618832656e-15,-3.715149115521776e-15,-4.641115526046924e-15,-7.247395261310545e-15,-5.2209860567497136e-15,-5.874787261046835e-15,-6.703095846421484e-15,-8.082332802326752e-15,-1.0460871424710905e-14,-1.0260468835034253e-14,-7.709560832582637e-15,-5.6200582580412445e-15,-4.268584523578524e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0	"0.0019777812200120204,0.005672676603772464,0.041717666411605736,0.05369283242346834,0.02530162509868783,0.011436788647226748,0.002632067840738439,0.019057331884568707,0.0,0.045846388226070345,0.010927159266511666,0.15982875440977784,0.21248066155246925,0.1845867817694531,0.11614960937910312,0.11563367699257365,0.21853818351622778,0.26719748212524974,0.28017413009719294,0.2622959457412828,0.19690791866609936,0.09111018030714763,0.0530963940411201,0.12177614402793674,0.14092325616605128,0.1130772436334001,0.09222309199808149,0.0046711858905449655,0.11231028245512552,0.15849685793858986,0.1543953177064121,0.1564786565113916,0.1637786494748582,0.1628897025306358,0.16104357132319777,0.15456183968692652,0.14108207123093341,0.1286844715192638,0.12281121776289876,0.11765761958424265,0.1098783283864615,0.10779574182484465,0.10702443785496517,0.11093353846291226,0.12385634940389995,0.13442810892168208,0.13198641089429916,0.11202289571909789,0.06979653259233597,0.03269680229563244,0.018583264591484978,0.0203236340259334,0.0414780679321123,0.07223766848954537,0.08322981495092359,0.08450064432753943,0.08846821245596274,0.08149204858266729,0.06427361471155542,0.05520461779699723,0.06254862797801974,0.06812960058494785,0.06337720313439535,0.05600560659309678,0.0517727473649563,0.04905812347125962,0.045298222626495833,0.04402949067668834,0.04369400243130066,0.03655722164453404,0.01816297005575602,0.0"	8.5	3
ITGA2-ITGB1 complex_2432	ITGB1#ITGA2	"0.995580220999397,0.9945702482002815,0.9886565278634007,0.9773056205575444,0.9660415622562714,0.9678826025604441,0.9861871202238457,0.988767642137237,0.9759403962341698,0.9531468795326149,0.9409728540796198,0.9290579566891677,0.8962228846540697,0.830358405820862,0.8013483111322642,0.8641948445237981,0.9160260852456463,0.9236153012826038,0.9424486510750426,0.973364769620902,0.989440220443204,0.9903814025475581,0.9892114522527543,0.9838504216615246,0.9636810512826939,0.9114647642112597,0.7845596813698724,0.6486871084036887,0.6050898606321543,0.5127515583019567,0.41020083128382145,0.4342352724038667,0.5080802653952864,0.5433799985804701,0.635183325727747,0.7245110206395567,6.294204461739451e-15,8.119186610451431e-15,7.038669026645339e-15,3.7483208091953e-15,2.5348776266506996e-15,1.8897242539868102e-15,1.7349383500182166e-15,1.5954327752196682e-15,1.7390010924492712e-15,2.0788625239196427e-15,2.266245196937382e-15,2.4980105837440495e-15,3.1581463672257822e-15,2.919257222129501e-15,2.9295497419401258e-15,3.688502451686489e-15,4.619158083208887e-15,7.239646290151054e-15,5.310939279139967e-15,5.972807969983135e-15,6.751039369881542e-15,8.095932682784438e-15,1.0402084521844103e-14,1.0249498262267239e-14,7.605104454330245e-15,5.614049248212748e-15,4.239867026795626e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan"	1	"0.03222934624594506,0.06421778269510406,0.0916567506373892,0.07531818331746054,0.011566653270193794,0.027117309116362565,0.024334891056218777,0.02082726968222326,0.011712030554937969,0.006563993218961506,0.031076871034550257,0.05303433341427222,0.057864944601839996,0.07022508126757065,0.09482750164344933,0.07739804142282125,0.025478049777136302,0.025754839277779662,0.07797801593527137,0.05957538228092468,0.01648682724423317,0.013268630951402793,0.034237208926025886,0.027650198246583546,0.004433880141135937,0.04205556071907096,0.08682516788055841,0.10042380258152157,0.08920647295982993,0.07210905102815167,0.057634479234021485,0.07943745676401376,0.12932154648761301,0.15605224863902656,0.16050652990066647,0.15454602987901586,0.14108207123093341,0.1286844715192638,0.12281121776289876,0.11765761958424265,0.1098783283864615,0.10779574182484465,0.10702443785496517,0.11093353846291226,0.12385634940389995,0.13442810892168208,0.13198641089429916,0.11202289571909789,0.06979653259233597,0.03269680229563244,0.018583264591484978,0.0203236340259334,0.0414780679321123,0.07223766848954537,0.08322981495092359,0.08450064432753943,0.08846821245596274,0.08149204858266729,0.06427361471155542,0.05520461779699723,0.06254862797801974,0.06812960058494785,0.06337720313439535,0.05600560659309678,0.0517727473649563,0.04905812347125962,0.045298222626495833,0.04402949067668834,0.04369400243130066,0.03655722164453404,0.01816297005575602,0.0"	8.5	3
ITGAV-ITGB1 complex_2436	ITGB1#ITGAV	"0.9970663650071676,0.9981661323526976,0.9971027460802054,0.9950560615500534,0.9937334654443156,0.9946483088970267,0.9953092516670239,0.9938802932453616,0.9903566960688895,0.9805975201144306,0.9577144000182143,0.9148802314192146,0.8454204768117275,0.8025851081573743,0.8617265958443969,0.9375745427574623,0.9325057216495389,0.9613724267374948,0.984535350243927,0.9891262346037972,0.9866803608468049,0.980100069050559,0.9735100183206916,0.9641329392036748,0.9430961050101335,0.9248134000410105,0.9185841369824215,0.8350710664222151,0.6635648720976038,0.43392121264219147,-2.9171198627451764e-15,-1.872684449183304e-15,-2.626967682908047e-15,-2.2757806569197908e-15,-2.4249307315077554e-15,-4.2273719419874754e-15,-6.24877607999169e-15,-8.071406195451205e-15,-7.051723835990681e-15,-3.71430843527129e-15,-2.5322646765482442e-15,-1.826709020173747e-15,-1.6148224683141954e-15,-1.534007047231902e-15,-1.646127080447434e-15,-2.133014387125859e-15,-2.2836936274527385e-15,-2.5292491271688275e-15,-3.1607010643877927e-15,-2.9781300091667946e-15,-2.926529964094493e-15,-3.649465418343683e-15,-4.635342212456594e-15,-7.219088355776727e-15,-5.253450406151269e-15,-5.906001752241382e-15,-6.696978889246421e-15,-8.069666187999514e-15,-1.0394578204567634e-14,-1.0312280115219577e-14,-7.705759673770696e-15,-5.692886275308242e-15,-4.249932486779551e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan"	1	"0.0015570944304808404,0.051542150507368434,0.07485329212343828,0.05107325504662208,0.017713041156020126,0.002349657249209103,0.0068001098759110645,0.020296860379774295,0.015931213272108113,0.006563993218961506,0.022517492691247032,0.02611927944591841,0.024412161511462527,0.013859058528275847,0.010296172652848656,0.03290269870544227,0.05668032113937127,0.08410426427128759,0.10880886074142981,0.12003067453666572,0.1090808511715936,0.07932909720999831,0.0755380428450011,0.0947344152499145,0.04426764421216678,0.09822557444094793,0.1974761450898373,0.203003655689164,0.18752579642922698,0.17139707660154074,0.15533983748367652,0.15650520530084439,0.1637786494748582,0.1628897025306358,0.16104357132319777,0.15456183968692652,0.14108207123093341,0.1286844715192638,0.12281121776289876,0.11765761958424265,0.1098783283864615,0.10779574182484465,0.10702443785496517,0.11093353846291226,0.12385634940389995,0.13442810892168208,0.13198641089429916,0.11202289571909789,0.06979653259233597,0.03269680229563244,0.018583264591484978,0.0203236340259334,0.0414780679321123,0.07223766848954537,0.08322981495092359,0.08450064432753943,0.08846821245596274,0.08149204858266729,0.06427361471155542,0.05520461779699723,0.06254862797801974,0.06812960058494785,0.06337720313439535,0.05600560659309678,0.0517727473649563,0.04905812347125962,0.045298222626495833,0.04402949067668834,0.04369400243130066,0.03655722164453404,0.01816297005575602,0.0"	8.5	3
ITGA9-ITGB1-ADAM9 complex_2440	ITGB1#ADAM9	"0.9275575317855193,0.916475795661936,0.8958690100344255,0.8382006002428228,0.7523586514113016,0.7657482903156592,0.8431922373668838,0.8998353008767175,0.9260767283560785,0.9581263112506879,0.9852339231297357,0.9874794838280329,0.9798596282748633,0.9653775696174124,0.9617460758191658,0.9408718807805311,0.8859907298668611,0.7751925726961664,0.6405050291983897,0.5540011178669138,0.5134388042734046,0.49469766013823524,0.5298914340705996,0.6335584532852437,-5.485536027955699e-16,-1.0553524991068795e-15,-1.0502774126936705e-15,-1.3857063366093213e-15,-3.9983218565701814e-15,-2.0091392085452512e-15,-2.857073530484926e-15,-1.924043347274007e-15,-2.575804390073026e-15,-2.2175334391410667e-15,-2.3721941557399098e-15,-4.2438762606536136e-15,-6.353470073742133e-15,-8.168591237816562e-15,-7.057313833893559e-15,-3.737014927967388e-15,-2.572804828592592e-15,-1.8073966917028347e-15,-1.720822790586955e-15,-1.6617060224810483e-15,-1.799299655948292e-15,-2.083568608298274e-15,-2.3259974986603876e-15,-2.5422571409579356e-15,-3.06962704005771e-15,-3.0495711094897906e-15,-2.7966937680134548e-15,-3.667023427329715e-15,-4.61471276026953e-15,-7.172583341927087e-15,-5.240668915364307e-15,-5.970805775633944e-15,-0.4162139958705524,-0.4912685477867786,-0.5387919315585158,-0.508993081095209,-0.6767940481306031,-0.7850405091203044,-0.7467516622731657,nan,nan,nan,nan,nan,nan,nan,nan,nan"	2	"0.1010596985953567,0.18911978339274116,0.3191030321833165,0.40461502311533476,0.42977217961456937,0.437243611559219,0.34884420927660853,0.21469200044419667,0.1821704943693867,0.08662174535527323,0.06886434210315562,0.07976809458682277,0.02537015082968319,0.19241895218765204,0.29187842435667716,0.3071317283886554,0.2849014904215879,0.24230132794155929,0.26947061901604635,0.3756260034341068,0.45223754143078676,0.4542256548994108,0.43749594330720715,0.4264229743458745,0.38245275833286274,0.32582198076297203,0.26785708088663845,0.21416423231548445,0.18831449410662482,0.1714187763302336,0.15533983748367652,0.15650520530084439,0.1637786494748582,0.1628897025306358,0.16104357132319777,0.15456183968692652,0.14108207123093341,0.1286844715192638,0.12281121776289876,0.11765761958424265,0.1098783283864615,0.10779574182484465,0.10702443785496517,0.11093353846291226,0.12385634940389995,0.13442810892168208,0.13198641089429916,0.11202289571909789,0.06979653259233597,0.03269680229563244,0.018583264591484978,0.0203236340259334,0.0414780679321123,0.07223766848954537,0.08322981495092359,0.08450064432753943,0.08846821245596274,0.08149204858266729,0.06427361471155542,0.05520461779699723,0.06254862797801974,0.06812960058494785,0.06337720313439535,0.05600560659309678,0.0517727473649563,0.0490467991001863,0.044921756493009835,0.03940855518759058,0.022489246330784238,0.0016617839259594896,0.0159794024200251,0.02823937321901406"	7	0
Multiprotein complex (monoubiquitination)_2453	EGFR#SH3KBP1	"nan,nan,nan,nan,nan,-0.4565482686336883,-0.14895278442429344,0.09616151262106755,0.16689561473250566,0.23990708953855372,0.38403727753921335,0.5203957245599843,0.4214893009964478,0.06273717086036365,-0.3771291505611844,-0.6981061890677747,-0.7899321773701407,-0.7776636352832971,-0.6824408229023212,-0.2717021384531744,0.38382526496428615,0.7247726841726626,0.9097184186903469,0.9679352668196533,0.9803815550025136,0.9686128651044115,0.8545242314894277,0.5731017497892145,0.22064590013191293,-0.16726218317779887,-0.3522673297910063,-0.3526724173525425,-0.31995142976891594,-0.2575288117509152,-0.04087891697669721,-4.059422767797252e-15,-4.21701224245146e-15,-5.982949506013446e-15,-1.453713028714778e-14,-7.512374414547958e-14,-9.668644379285285e-13,-3.304160437971407e-11,-0.9999999999999997,-0.9999999999999997,-0.9999999999999997,-0.9999999999999997,-1.6103700593486184e-11,-4.808778132276575e-13,-3.8476270552107207e-14,-7.894838203791887e-15,-3.548411592949444e-15,-2.264013546439333e-15,-1.7651672665408319e-15,-1.7509611799698873e-15,-2.0309888939678505e-15,-2.122726258350556e-15,-2.2927879319388007e-15,-2.0454809518439447e-15,-1.9574931442374393e-15,-1.879579500814105e-15,-1.9456793472098426e-15,-2.3252048040900252e-15,-4.047343636880808e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan"	6	"0.010869485606710807,0.05724711503447421,0.171497917098386,0.35747885881096103,0.5574262549712146,0.6883534298315279,0.8035901315476955,0.8928178126760012,0.9465260897108367,1.0,0.9500057563260647,0.7246048205792582,0.4600147919810262,0.3384419866316305,0.4046051925845086,0.6172497163870884,0.7601764106829023,0.6620021390903881,0.4451435812985445,0.23077004942276402,0.0048905053611116855,0.27316834716410576,0.5504897396229829,0.6762669696490582,0.6820645004585912,0.6975799744617932,0.676501451028455,0.5739029760243569,0.4682015041102908,0.34585254756321276,0.18486853100441453,0.05954085321569778,0.009208207009524969,0.007051914799031233,0.04220737920827352,0.10813155730279367,0.15191694049188267,0.12391396074264432,0.05309510681204347,0.01022260762655592,0.0007919497142546635,2.3110287691507353e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6555233325417157e-05,0.0005559536089427356,0.00696094885238622,0.03392448776948999,0.07403785843482508,0.10158436276596071,0.10441356830116198,0.06537373990078747,0.0288778798350013,0.010655690065405702,0.002116144077102305,0.00016879258496236895,5.048947563128828e-06,0.0,0.0,0.0,0.0"	8.5	0
p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex_2470	SRC#PIK3R1	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.859278284965247,0.7133109112367088,0.46416822728691615,0.1503472726238824,-0.11189998601514138,-0.3394658485725759,-0.5441838496702486,-0.7029915265282202,-0.7897634462635742,-0.7763553596588283,-0.7261520975726226,-0.7171184128391529,-0.7588093058573648,-0.768312965527437,-0.6619115505327609,-0.4413013098489196,-0.19848342593099347,0.02433509578136253,0.2606478475651195,1.435451677922643e-16,1.7621316260522362e-16,3.82637727747203e-16,3.3212653253373916e-16,6.372186536464615e-16,8.155646237946148e-16,1.1768525239371741e-15,1.4769449354362986e-15,2.3901192086605832e-15,4.625244406017117e-15,6.210986300612796e-15,6.485292643960621e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan"	10	"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.598442108942311e-05,0.0005613939211234648,0.007650382420996566,0.046631556526255814,0.16750519410877165,0.4462433782799932,0.8250404163871716,0.9997998156055581,0.8151972088181588,0.45368226742135703,0.1732000711555003,0.06374926897033235,0.28377898491626186,0.4542706436441163,0.6078489542311865,0.8019187922379164,0.974343810032046,1.0,0.8621053533402162,0.6284475677502871,0.39914948639597136,0.2522829258290009,0.20956931022340622,0.18128080954493303,0.1220331808808365,0.06855045693923106,0.04409103909370344,0.034531615835717594,0.029260740036713338,0.02690372899725392,0.02486413381749684,0.020880280384637677,0.01672849914085623,0.011008076953282842,0.004327415749436159,0.0008029161633937826,6.304265452388593e-05"	3.5	0
"CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)_2480"	CBL#PIK3R1#CRK#GRB2#SH3KBP1	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3664600327372343,0.3884027317863,0.37283139137586674,0.2999730825766155,0.1851936266582189,0.20270941238885384,0.11574797197485667,0.03093530739871115,-0.04549940521822336,-0.11273913805876705,-0.14365824400407445,-0.1205586965768037,-0.028353607935754276,-0.026798445714261415,-0.038918760344727674,-0.04230158442891342,0.04159134976550025,0.058515325395309035,0.06476758398415414,0.0323854269456493,-0.03469524889171568,-0.10557153513586577,-0.14668099750334657,-0.13578716994130152,0.04934641192232703,0.09314695693582897,0.14333085820580238,0.20037532301552835,0.2692432481227723,0.33678499330671874,0.37886373840569004,0.3949484518668558,0.39650328185813805,nan,nan,nan,nan,nan,nan,nan,nan,nan"	11.6	"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4139284033401197e-05,0.0008256909748700497,0.010654969784321759,0.0558050138507966,0.13940207825548598,0.22467275284133134,0.30033027652700806,0.354134538617401,0.39041965009910906,0.4,0.3787534669676837,0.36650060380676136,0.348769745980413,0.29997522955510786,0.24080546819125986,0.16325100329760228,0.08413505613117629,0.04192697307640875,0.06070991942517536,0.09685775027687198,0.12347926843142991,0.12404214430558062,0.1185557863961175,0.13766367757758247,0.1896018015307246,0.2800465842453922,0.42345513296477505,0.5649530455487811,0.5941728718884738,0.48930738588382205,0.3606401914964473,0.25384517330294365,0.14638355339492545,0.0717444288355644,0.04439350459609364,0.030974033831964398,0.017010402286744518,0.05575811740933186,0.15135862172331668,0.2873403070606493,0.3800543894690595,0.40392025969157563,0.42724422494973624,0.44400105503335635,0.39675004151276233,0.4337306763395822,0.42919249920622365,0.335696488530767,0.18689543376342804,0.08181383388607687,0.03637096007156352,0.01828066320631879,0.01038094360463085,0.0067589225005676035,0.004665126969794242,0.003004376855063477,0.001581951176108336,0.0007350578262820297"	3.8	0
ERBB2-MEMO-SHC complex_2528	SHC1#MEMO1	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2060113577584816,-0.09568217272283348,-0.33563776912486815,-0.4587965232411836,-0.509598985469755,-0.49884924463764097,-0.4660450932980622,-0.4495421271356325,-0.45854963934352394,-0.4651696217995394,-0.4456340717908417,-0.4157942797406432,-0.3848556122838451,-0.33272260563379047,-0.18339996949645512,-7.323148729034419e-17,-2.371556720439122e-16,-2.591209590008353e-16,-3.4368968429144827e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan"	10	"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6357697056497514e-05,0.0019993546308320646,0.02730420556867342,0.1610537153963824,0.4778723090314873,0.8417923439370104,1.0,0.8994418047465228,0.6488959161322244,0.32602299018585573,0.09357420717952802,0.0038460359372792952,0.047272813713007976,0.19234882974879355,0.5306068106376179,0.9219720621835388,1.0,0.6817669183756484,0.32499480791767327,0.13679871190024323,0.05907988244426889,0.02263084201413283,0.005976553854708591,0.0008797331716756246,6.0127390736214315e-05,1.621999569772707e-06,0.0"	3	0
