id	names	class
GO:0007567	parturition	BP
GO:0007568	aging	BP
GO:0007569	cell aging	BP
GO:0007571	age dependent general metabolic decline	BP
GO:0007576	nucleolar fragmentation	BP
GO:0007580	extrachromosomal circular dna accumulation involved in cell aging	BP
GO:0007584	response to nutrient	BP
GO:0007585	respiratory gaseous exchange	BP
GO:0007586	digestion	BP
GO:0007588	excretion	BP
GO:0007589	body fluid secretion	BP
GO:0007591	molting cycle chitin based cuticle	BP
GO:0007593	chitin based cuticle sclerotization	BP
GO:0007594	puparial adhesion	BP
GO:0007595	lactation	BP
GO:0007596	blood coagulation	BP
GO:0007597	blood coagulation intrinsic pathway	BP
GO:0007598	blood coagulation extrinsic pathway	BP
GO:0007599	hemostasis	BP
GO:0007600	sensory perception	BP
GO:0007601	visual perception	BP
GO:0007602	phototransduction	BP
GO:0007603	phototransduction visible light	BP
GO:0007604	phototransduction uv	BP
GO:0007605	sensory perception of sound	BP
GO:0007606	sensory perception of chemical stimulus	BP
GO:0007608	sensory perception of smell	BP
GO:0007610	behavior	BP
GO:0007611	learning or memory	BP
GO:0007612	learning	BP
GO:0007613	memory	BP
GO:0007614	short term memory	BP
GO:0007615	anesthesia resistant memory	BP
GO:0007616	long term memory	BP
GO:0007617	mating behavior	BP
GO:0007618	mating	BP
GO:0007619	courtship behavior	BP
GO:0007620	copulation	BP
GO:0007621	negative regulation of female receptivity	BP
GO:0007622	rhythmic behavior	BP
GO:0007623	circadian rhythm	BP
GO:0007624	ultradian rhythm	BP
GO:0007625	grooming behavior	BP
GO:0007626	locomotory behavior	BP
GO:0007628	adult walking behavior	BP
GO:0007629	flight behavior	BP
GO:0007630	jump response	BP
GO:0007631	feeding behavior	BP
GO:0007632	visual behavior	BP
GO:0007633	pattern orientation	BP
GO:0007634	optokinetic behavior	BP
GO:0007635	chemosensory behavior	BP
GO:0007636	chemosensory jump behavior	BP
GO:0007637	proboscis extension reflex	BP
GO:0007638	mechanosensory behavior	BP
GO:0007639	homeostasis of number of meristem cells	BP
GO:0008009	chemokine activity	MF
GO:0008010	structural constituent of chitin based larval cuticle	MF
GO:0008011	structural constituent of pupal chitin based cuticle	MF
GO:0008012	structural constituent of adult chitin based cuticle	MF
GO:0008013	beta catenin binding	MF
GO:0008015	blood circulation	BP
GO:0008016	regulation of heart contraction	BP
GO:0008017	microtubule binding	MF
GO:0008020	g protein coupled photoreceptor activity	MF
GO:0008021	synaptic vesicle	CC
GO:0008022	protein c terminus binding	MF
GO:0008023	transcription elongation factor complex	CC
GO:0008024	cyclin cdk positive transcription elongation factor complex	CC
GO:0008026	atp dependent helicase activity	MF
GO:0008028	monocarboxylic acid transmembrane transporter activity	MF
GO:0008029	pentraxin receptor activity	MF
GO:0008030	neuronal pentraxin receptor activity	MF
GO:0008031	eclosion hormone activity	MF
GO:0008033	trna processing	BP
GO:0008035	high density lipoprotein particle binding	MF
GO:0008036	diuretic hormone receptor activity	MF
GO:0008037	cell recognition	BP
GO:0008038	neuron recognition	BP
GO:0008039	synaptic target recognition	BP
GO:0008043	intracellular ferritin complex	CC
GO:0008045	motor neuron axon guidance	BP
GO:0008046	axon guidance receptor activity	MF
GO:0008047	enzyme activator activity	MF
GO:0008048	calcium sensitive guanylate cyclase activator activity	MF
GO:0008049	male courtship behavior	BP
GO:0008050	female courtship behavior	BP
GO:0008052	sensory organ boundary specification	BP
GO:0008053	mitochondrial fusion	BP
GO:0008055	ocellus pigment biosynthetic process	BP
GO:0008056	ocellus development	BP
GO:0008057	eye pigment granule organization	BP
GO:0008058	ocellus pigment granule organization	BP
GO:0008061	chitin binding	MF
GO:0008062	eclosion rhythm	BP
GO:0008063	toll signaling pathway	BP
GO:0008064	regulation of actin polymerization or depolymerization	BP
GO:0008065	establishment of blood nerve barrier	BP
GO:0008066	glutamate receptor activity	MF
GO:0008068	extracellularly glutamate gated chloride channel activity	MF
GO:0008069	dorsal ventral axis specification ovarian follicular epithelium	BP
GO:0008070	maternal determination of dorsal ventral axis ovarian follicular epithelium germ line encoded	BP
GO:0008071	maternal determination of dorsal ventral axis ovarian follicular epithelium soma encoded	BP
GO:0008073	ornithine decarboxylase inhibitor activity	MF
GO:0008074	guanylate cyclase complex soluble	CC
GO:0008076	voltage gated potassium channel complex	CC
GO:0008078	mesodermal cell migration	BP
GO:0008079	translation termination factor activity	MF
GO:0008080	n acetyltransferase activity	MF
GO:0008081	phosphoric diester hydrolase activity	MF
GO:0008083	growth factor activity	MF
GO:0008084	imaginal disc growth factor receptor binding	MF
GO:0008086	light activated voltage gated calcium channel activity	MF
GO:0008087	light activated voltage gated calcium channel complex	CC
GO:0008088	axo dendritic transport	BP
GO:0008089	anterograde axonal transport	BP
GO:0008090	retrograde axonal transport	BP
GO:0008091	spectrin	CC
GO:0008092	cytoskeletal protein binding	MF
GO:0008093	cytoskeletal adaptor activity	MF
GO:0008094	dna dependent atpase activity	MF
GO:0008096	juvenile hormone epoxide hydrolase activity	MF
GO:0008097	5s rrna binding	MF
GO:0008098	5s rrna primary transcript binding	MF
GO:0008101	decapentaplegic signaling pathway	BP
GO:0008103	oocyte microtubule cytoskeleton polarization	BP
GO:0008104	protein localization	BP
GO:0008106	alcohol dehydrogenase nadp+ activity	MF
GO:0008107	galactoside 2 alpha l fucosyltransferase activity	MF
GO:0008108	udp glucose hexose 1 phosphate uridylyltransferase activity	MF
GO:0008109	n acetyllactosaminide beta 1 6 n acetylglucosaminyltransferase activity	MF
GO:0008110	l histidine 2 oxoglutarate aminotransferase activity	MF
GO:0008111	alpha methylacyl coa racemase activity	MF
GO:0008112	nicotinamide n methyltransferase activity	MF
GO:0008113	peptide methionine s s oxide reductase activity	MF
GO:0008114	phosphogluconate 2 dehydrogenase activity	MF
GO:0008115	sarcosine oxidase activity	MF
GO:0008116	prostaglandin i synthase activity	MF
GO:0008117	sphinganine 1 phosphate aldolase activity	MF
GO:0008118	n acetyllactosaminide alpha 2 3 sialyltransferase activity	MF
GO:0008119	thiopurine s methyltransferase activity	MF
GO:0008120	ceramide glucosyltransferase activity	MF
GO:0008121	ubiquinol cytochrome c reductase activity	MF
GO:0008123	cholesterol 7 alpha monooxygenase activity	MF
GO:0008124	4 alpha hydroxytetrahydrobiopterin dehydratase activity	MF
GO:0008126	acetylesterase activity	MF
GO:0008127	quercetin 2 3 dioxygenase activity	MF
GO:0008131	primary amine oxidase activity	MF
GO:0008134	transcription factor binding	MF
GO:0008135	translation factor activity rna binding	MF
GO:0008137	nadh dehydrogenase ubiquinone activity	MF
GO:0008138	protein tyrosine serine threonine phosphatase activity	MF
GO:0008139	nuclear localization sequence binding	MF
GO:0008140	camp response element binding protein binding	MF
GO:0008142	oxysterol binding	MF
GO:0008143	poly a binding	MF
GO:0008144	drug binding	MF
GO:0008145	phenylalkylamine binding	MF
GO:0008146	sulfotransferase activity	MF
GO:0008147	structural constituent of bone	MF
GO:0008150	biological process	BP
GO:0008152	metabolic process	BP
GO:0008153	para aminobenzoic acid biosynthetic process	BP
GO:0008154	actin polymerization or depolymerization	BP
GO:0008156	negative regulation of dna replication	BP
GO:0008157	protein phosphatase 1 binding	MF
GO:0008158	hedgehog receptor activity	MF
GO:0008160	protein tyrosine phosphatase activator activity	MF
GO:0008168	methyltransferase activity	MF
GO:0008169	c methyltransferase activity	MF
GO:0008170	n methyltransferase activity	MF
GO:0008171	o methyltransferase activity	MF
GO:0008172	s methyltransferase activity	MF
GO:0008173	rna methyltransferase activity	MF
GO:0008174	mrna methyltransferase activity	MF
GO:0008175	trna methyltransferase activity	MF
GO:0008176	trna guanine n7 methyltransferase activity	MF
GO:0008177	succinate dehydrogenase ubiquinone activity	MF
GO:0008179	adenylate cyclase binding	MF
GO:0008180	cop9 signalosome	CC
GO:0008184	glycogen phosphorylase activity	MF
GO:0008186	rna dependent atpase activity	MF
GO:0008187	poly pyrimidine tract binding	MF
GO:0008188	neuropeptide receptor activity	MF
GO:0008190	eukaryotic initiation factor 4e binding	MF
GO:0008191	metalloendopeptidase inhibitor activity	MF
GO:0008192	rna guanylyltransferase activity	MF
GO:0008193	trna guanylyltransferase activity	MF
GO:0008194	udp glycosyltransferase activity	MF
GO:0008195	phosphatidate phosphatase activity	MF
GO:0008196	vitellogenin receptor activity	MF
GO:0008198	ferrous iron binding	MF
GO:0008199	ferric iron binding	MF
GO:0008200	ion channel inhibitor activity	MF
GO:0008201	heparin binding	MF
GO:0008202	steroid metabolic process	BP
GO:0008203	cholesterol metabolic process	BP
GO:0008204	ergosterol metabolic process	BP
GO:0008205	ecdysone metabolic process	BP
GO:0008206	bile acid metabolic process	BP
GO:0008207	c21 steroid hormone metabolic process	BP
GO:0008208	c21 steroid hormone catabolic process	BP
GO:0008209	androgen metabolic process	BP
GO:0008210	estrogen metabolic process	BP
GO:0008211	glucocorticoid metabolic process	BP
GO:0008212	mineralocorticoid metabolic process	BP
GO:0008213	protein alkylation	BP
GO:0008214	protein dealkylation	BP
GO:0008215	spermine metabolic process	BP
GO:0008216	spermidine metabolic process	BP
GO:0008217	regulation of blood pressure	BP
GO:0008218	bioluminescence	BP
GO:0008219	cell death	BP
GO:0008226	tyramine receptor activity	MF
GO:0008227	g protein coupled amine receptor activity	MF
GO:0008228	opsonization	BP
GO:0008230	ecdysone receptor holocomplex	CC
GO:0008231	repressor ecdysone receptor complex	CC
GO:0008232	activator ecdysone receptor complex	CC
GO:0008233	peptidase activity	MF
GO:0008234	cysteine type peptidase activity	MF
GO:0008235	metalloexopeptidase activity	MF
GO:0008236	serine type peptidase activity	MF
GO:0008237	metallopeptidase activity	MF
GO:0008238	exopeptidase activity	MF
GO:0008239	dipeptidyl peptidase activity	MF
GO:0008240	tripeptidyl peptidase activity	MF
GO:0008241	peptidyl dipeptidase activity	MF
GO:0008242	omega peptidase activity	MF
GO:0008247	1 alkyl 2 acetylglycerophosphocholine esterase complex	CC
GO:0008250	oligosaccharyltransferase complex	CC
GO:0008251	trna specific adenosine deaminase activity	MF
GO:0008252	nucleotidase activity	MF
GO:0008253	5 nucleotidase activity	MF
GO:0008254	3 nucleotidase activity	MF
GO:0008255	ecdysis triggering hormone activity	MF
GO:0008256	protein histidine pros kinase activity	MF
GO:0008257	protein histidine tele kinase activity	MF
GO:0008258	head involution	BP
GO:0008260	3 oxoacid coa transferase activity	MF
GO:0008261	allatostatin receptor activity	MF
GO:0008263	pyrimidine specific mismatch base pair dna n glycosylase activity	MF
GO:0008265	mo molybdopterin cofactor sulfurase activity	MF
GO:0008266	poly u rna binding	MF
GO:0008267	poly glutamine tract binding	MF
GO:0008269	jak pathway signal transduction adaptor activity	MF
GO:0008270	zinc ion binding	MF
GO:0008271	secondary active sulfate transmembrane transporter activity	MF
GO:0008272	sulfate transport	BP
GO:0008273	calcium potassium sodium antiporter activity	MF
GO:0008274	gamma tubulin ring complex	CC
GO:0008275	gamma tubulin small complex	CC
GO:0008276	protein methyltransferase activity	MF
GO:0008277	regulation of g protein coupled receptor signaling pathway	BP
GO:0008278	cohesin complex	CC
GO:0008281	sulfonylurea receptor activity	MF
GO:0008282	inward rectifying potassium channel	CC
GO:0008283	cell population proliferation	BP
GO:0008284	positive regulation of cell population proliferation	BP
GO:0008285	negative regulation of cell population proliferation	BP
GO:0008286	insulin receptor signaling pathway	BP
GO:0008287	protein serine threonine phosphatase complex	CC
GO:0008288	boss receptor activity	MF
GO:0008289	lipid binding	MF
GO:0008290	f actin capping protein complex	CC
GO:0008291	acetylcholine metabolic process	BP
GO:0008292	acetylcholine biosynthetic process	BP
GO:0008293	torso signaling pathway	BP
GO:0008294	calcium and calmodulin responsive adenylate cyclase activity	MF
GO:0008295	spermidine biosynthetic process	BP
GO:0008296	3 5 exodeoxyribonuclease activity	MF
GO:0008297	single stranded dna exodeoxyribonuclease activity	MF
GO:0008298	intracellular mrna localization	BP
GO:0008299	isoprenoid biosynthetic process	BP
GO:0008300	isoprenoid catabolic process	BP
GO:0008301	dna binding bending	MF
GO:0008302	female germline ring canal formation actin assembly	BP
GO:0008303	caspase complex	CC
GO:0008305	integrin complex	CC
GO:0008306	associative learning	BP
GO:0008307	structural constituent of muscle	MF
GO:0008308	voltage gated anion channel activity	MF
GO:0008309	double stranded dna exodeoxyribonuclease activity	MF
GO:0008310	single stranded dna 3 5 exodeoxyribonuclease activity	MF
GO:0008311	double stranded dna 3 5 exodeoxyribonuclease activity	MF
GO:0008312	7s rna binding	MF
GO:0008313	gurken activated receptor activity	MF
GO:0008314	gurken signaling pathway	BP
GO:0008315	g2 mi transition of meiotic cell cycle	BP
GO:0008316	structural constituent of vitelline membrane	MF
GO:0008317	gurken receptor binding	MF
GO:0008318	protein prenyltransferase activity	MF
GO:0008320	protein transmembrane transporter activity	MF
GO:0008321	ral guanyl nucleotide exchange factor activity	MF
GO:0008324	cation transmembrane transporter activity	MF
GO:0008327	methyl cpg binding	MF
GO:0008328	ionotropic glutamate receptor complex	CC
GO:0008329	signaling pattern recognition receptor activity	MF
GO:0008330	protein tyrosine threonine phosphatase activity	MF
GO:0008331	high voltage gated calcium channel activity	MF
GO:0008332	low voltage gated calcium channel activity	MF
GO:0008333	endosome to lysosome transport	BP
GO:0008334	histone mrna metabolic process	BP
GO:0008335	female germline ring canal stabilization	BP
GO:0008336	gamma butyrobetaine dioxygenase activity	MF
GO:0008340	determination of adult lifespan	BP
GO:0008343	adult feeding behavior	BP
GO:0008344	adult locomotory behavior	BP
GO:0008345	larval locomotory behavior	BP
GO:0008346	larval walking behavior	BP
GO:0008347	glial cell migration	BP
GO:0008348	negative regulation of antimicrobial humoral response	BP
GO:0008349	map kinase kinase kinase kinase activity	MF
GO:0008352	katanin complex	CC
GO:0008353	rna polymerase ii ctd heptapeptide repeat kinase activity	MF
GO:0008354	germ cell migration	BP
GO:0008355	olfactory learning	BP
GO:0008356	asymmetric cell division	BP
GO:0008358	maternal determination of anterior posterior axis embryo	BP
GO:0008359	regulation of bicoid mrna localization	BP
GO:0008360	regulation of cell shape	BP
GO:0008361	regulation of cell size	BP
GO:0008362	chitin based embryonic cuticle biosynthetic process	BP
GO:0008363	larval chitin based cuticle development	BP
GO:0008364	pupal chitin based cuticle development	BP
GO:0008365	adult chitin based cuticle development	BP
GO:0008366	axon ensheathment	BP
GO:0008373	sialyltransferase activity	MF
GO:0008374	o acyltransferase activity	MF
GO:0008375	acetylglucosaminyltransferase activity	MF
GO:0008376	acetylgalactosaminyltransferase activity	MF
GO:0008377	light induced release of internally sequestered calcium ion	BP
GO:0008378	galactosyltransferase activity	MF
GO:0008379	thioredoxin peroxidase activity	MF
GO:0008380	rna splicing	BP
GO:0008381	mechanosensitive ion channel activity	MF
GO:0008384	ikappab kinase activity	MF
GO:0008385	ikappab kinase complex	CC
GO:0008386	cholesterol monooxygenase side chain cleaving activity	MF
GO:0008387	steroid 7 alpha hydroxylase activity	MF
GO:0008388	testosterone 15 alpha hydroxylase activity	MF
GO:0008389	coumarin 7 hydroxylase activity	MF
GO:0008390	testosterone 16 alpha hydroxylase activity	MF
GO:0008391	arachidonic acid monooxygenase activity	MF
GO:0008392	arachidonic acid epoxygenase activity	MF
GO:0008395	steroid hydroxylase activity	MF
GO:0008396	oxysterol 7 alpha hydroxylase activity	MF
GO:0008397	sterol 12 alpha hydroxylase activity	MF
GO:0008398	sterol 14 demethylase activity	MF
GO:0008399	naphthalene hydroxylase activity	MF
GO:0008401	retinoic acid 4 hydroxylase activity	MF
GO:0008403	25 hydroxycholecalciferol 24 hydroxylase activity	MF
GO:0008404	arachidonic acid 14 15 epoxygenase activity	MF
GO:0008405	arachidonic acid 11 12 epoxygenase activity	MF
GO:0008406	gonad development	BP
GO:0008407	chaeta morphogenesis	BP
GO:0008408	3 5 exonuclease activity	MF
GO:0008409	5 3 exonuclease activity	MF
GO:0008410	coa transferase activity	MF
GO:0008411	4 hydroxybutyrate coa transferase activity	MF
GO:0008412	4 hydroxybenzoate octaprenyltransferase activity	MF
GO:0008413	8 oxo 7 8 dihydroguanosine triphosphate pyrophosphatase activity	MF
GO:0008414	cdp alcohol phosphotransferase activity	MF
GO:0008417	fucosyltransferase activity	MF
GO:0008418	protein n terminal asparagine amidohydrolase activity	MF
GO:0008419	rna lariat debranching enzyme activity	MF
GO:0008420	rna polymerase ii ctd heptapeptide repeat phosphatase activity	MF
GO:0008421	long chain fatty acyl glutamate deacylase activity	MF
GO:0008422	beta glucosidase activity	MF
GO:0008424	glycoprotein 6 alpha l fucosyltransferase activity	MF
GO:0008425	2 polyprenyl 6 methoxy 1 4 benzoquinone methyltransferase activity	MF
GO:0008426	protein kinase c inhibitor activity	MF
GO:0008427	calcium dependent protein kinase inhibitor activity	MF
GO:0008428	ribonuclease inhibitor activity	MF
GO:0008429	phosphatidylethanolamine binding	MF
GO:0008430	selenium binding	MF
GO:0008431	vitamin e binding	MF
GO:0008432	jun kinase binding	MF
GO:0008437	thyrotropin releasing hormone activity	MF
GO:0008440	inositol 1 4 5 trisphosphate 3 kinase activity	MF
GO:0008441	3 2 5 bisphosphate nucleotidase activity	MF
GO:0008442	3 hydroxyisobutyrate dehydrogenase activity	MF
GO:0008443	phosphofructokinase activity	MF
GO:0008444	cdp diacylglycerol glycerol 3 phosphate 3 phosphatidyltransferase activity	MF
GO:0008445	d aspartate oxidase activity	MF
GO:0008446	gdp mannose 4 6 dehydratase activity	MF
GO:0008447	l ascorbate oxidase activity	MF
GO:0008448	n acetylglucosamine 6 phosphate deacetylase activity	MF
GO:0008449	n acetylglucosamine 6 sulfatase activity	MF
GO:0008452	rna ligase activity	MF
GO:0008453	alanine glyoxylate transaminase activity	MF
GO:0008454	alpha 1 3 mannosylglycoprotein 4 beta n acetylglucosaminyltransferase activity	MF
GO:0008455	alpha 1 6 mannosylglycoprotein 2 beta n acetylglucosaminyltransferase activity	MF
GO:0008456	alpha n acetylgalactosaminidase activity	MF
GO:0008457	beta galactosyl n acetylglucosaminylgalactosylglucosyl ceramide beta 1 3 acetylglucosaminyltransferase activity	MF
GO:0008458	carnitine o octanoyltransferase activity	MF
GO:0008459	chondroitin 6 sulfotransferase activity	MF
GO:0008460	dtdp glucose 4 6 dehydratase activity	MF
GO:0008463	formylmethionine deformylase activity	MF
GO:0008465	glycerate dehydrogenase activity	MF
GO:0008466	glycogenin glucosyltransferase activity	MF
GO:0008467	heparan sulfate glucosamine 3 sulfotransferase 1 activity	MF
GO:0008469	histone arginine n methyltransferase activity	MF
GO:0008470	isovaleryl coa dehydrogenase activity	MF
GO:0008473	ornithine cyclodeaminase activity	MF
GO:0008474	palmitoyl protein hydrolase activity	MF
GO:0008475	procollagen lysine 5 dioxygenase activity	MF
GO:0008476	protein tyrosine sulfotransferase activity	MF
GO:0008477	purine nucleosidase activity	MF
GO:0008478	pyridoxal kinase activity	MF
GO:0008479	queuine trna ribosyltransferase activity	MF
GO:0008480	sarcosine dehydrogenase activity	MF
GO:0008481	sphinganine kinase activity	MF
GO:0008482	sulfite oxidase activity	MF
GO:0008483	transaminase activity	MF
GO:0008484	sulfuric ester hydrolase activity	MF
GO:0008486	diphosphoinositol polyphosphate diphosphatase activity	MF
GO:0008488	gamma glutamyl carboxylase activity	MF
GO:0008489	udp galactose glucosylceramide beta 1 4 galactosyltransferase activity	MF
GO:0008490	arsenite secondary active transmembrane transporter activity	MF
GO:0008493	tetracycline transmembrane transporter activity	MF
GO:0008494	translation activator activity	MF
GO:0008495	protoheme ix farnesyltransferase activity	MF
GO:0008496	mannan endo 1 6 alpha mannosidase activity	MF
GO:0008499	udp galactose beta n acetylglucosamine beta 1 3 galactosyltransferase activity	MF
GO:0008502	melatonin receptor activity	MF
GO:0008503	benzodiazepine receptor activity	MF
GO:0008504	monoamine transmembrane transporter activity	MF
GO:0008506	sucrose proton symporter activity	MF
GO:0008507	sodium iodide symporter activity	MF
GO:0008508	bile acid sodium symporter activity	MF
GO:0008509	anion transmembrane transporter activity	MF
GO:0008510	sodium bicarbonate symporter activity	MF
GO:0008511	sodium potassium chloride symporter activity	MF
GO:0008512	sulfate proton symporter activity	MF
GO:0008513	secondary active organic cation transmembrane transporter activity	MF
GO:0008514	organic anion transmembrane transporter activity	MF
GO:0008515	sucrose transmembrane transporter activity	MF
GO:0008516	hexose uniporter activity	MF
GO:0008517	folic acid transmembrane transporter activity	MF
GO:0008518	folate anion antiporter activity	MF
GO:0008519	ammonium transmembrane transporter activity	MF
GO:0008520	l ascorbate sodium symporter activity	MF
GO:0008521	acetyl coa transmembrane transporter activity	MF
GO:0008523	sodium dependent multivitamin transmembrane transporter activity	MF
GO:0008524	glucose 6 phosphate phosphate antiporter activity	MF
GO:0008525	phosphatidylcholine transporter activity	MF
GO:0008526	phosphatidylinositol transporter activity	MF
GO:0008527	taste receptor activity	MF
GO:0008528	g protein coupled peptide receptor activity	MF
GO:0008531	riboflavin kinase activity	MF
GO:0008532	n acetyllactosaminide beta 1 3 n acetylglucosaminyltransferase activity	MF
GO:0008534	oxidized purine nucleobase lesion dna n glycosylase activity	MF
GO:0008535	respiratory chain complex iv assembly	BP
GO:0008536	ran gtpase binding	MF
GO:0008537	proteasome activator complex	CC
GO:0008540	proteasome regulatory particle base subcomplex	CC
GO:0008541	proteasome regulatory particle lid subcomplex	CC
GO:0008542	visual learning	BP
GO:0008543	fibroblast growth factor receptor signaling pathway	BP
GO:0008544	epidermis development	BP
GO:0008545	jun kinase kinase activity	MF
GO:0008551	cadmium exporting atpase activity	MF
GO:0008553	proton exporting atpase activity phosphorylative mechanism	MF
GO:0008554	sodium exporting atpase activity phosphorylative mechanism	MF
GO:0008555	chloride transporting atpase activity	MF
GO:0008556	potassium transporting atpase activity	MF
GO:0008558	guanine transporting atpase activity	MF
GO:0008559	xenobiotic transmembrane transporting atpase activity	MF
GO:0008564	protein exporting atpase activity	MF
GO:0008565	protein transporter activity	MF
GO:0008566	mitochondrial protein transporting atpase activity	MF
GO:0008568	microtubule severing atpase activity	MF
GO:0008569	atp dependent microtubule motor activity minus end directed	MF
GO:0008574	atp dependent microtubule motor activity plus end directed	MF
GO:0008579	jun kinase phosphatase activity	MF
GO:0008582	regulation of synaptic growth at neuromuscular junction	BP
GO:0008583	mystery cell differentiation	BP
GO:0008584	male gonad development	BP
GO:0008585	female gonad development	BP
GO:0008586	imaginal disc derived wing vein morphogenesis	BP
GO:0008587	imaginal disc derived wing margin morphogenesis	BP
GO:0008589	regulation of smoothened signaling pathway	BP
GO:0008591	regulation of wnt signaling pathway calcium modulating pathway	BP
GO:0008592	regulation of toll signaling pathway	BP
GO:0008593	regulation of notch signaling pathway	BP
GO:0008594	photoreceptor cell morphogenesis	BP
GO:0008595	anterior posterior axis specification embryo	BP
GO:0008597	calcium dependent protein serine threonine phosphatase regulator activity	MF
GO:0008603	camp dependent protein kinase regulator activity	MF
GO:0008607	phosphorylase kinase regulator activity	MF
GO:0008608	attachment of spindle microtubules to kinetochore	BP
GO:0008609	alkylglycerone phosphate synthase activity	MF
GO:0008610	lipid biosynthetic process	BP
GO:0008611	ether lipid biosynthetic process	BP
GO:0008612	peptidyl lysine modification to peptidyl hypusine	BP
GO:0008613	diuretic hormone activity	MF
GO:0008614	pyridoxine metabolic process	BP
GO:0008615	pyridoxine biosynthetic process	BP
GO:0008616	queuosine biosynthetic process	BP
GO:0008617	guanosine metabolic process	BP
GO:0008618	7 methylguanosine metabolic process	BP
GO:0008622	epsilon dna polymerase complex	CC
GO:0008623	chrac	CC
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	BP
GO:0008626	granzyme mediated apoptotic signaling pathway	BP
GO:0008627	intrinsic apoptotic signaling pathway in response to osmotic stress	BP
GO:0008628	hormone mediated apoptotic signaling pathway	BP
GO:0008630	intrinsic apoptotic signaling pathway in response to dna damage	BP
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	BP
GO:0008635	activation of cysteine type endopeptidase activity involved in apoptotic process by cytochrome c	BP
GO:0008637	apoptotic mitochondrial changes	BP
GO:0008641	ubiquitin like modifier activating enzyme activity	MF
GO:0008643	carbohydrate transport	BP
GO:0008645	hexose transmembrane transport	BP
GO:0008649	rrna methyltransferase activity	MF
GO:0008650	rrna uridine 2 o methyltransferase activity	MF
GO:0008652	cellular amino acid biosynthetic process	BP
GO:0008653	lipopolysaccharide metabolic process	BP
GO:0008654	phospholipid biosynthetic process	BP
GO:0008655	pyrimidine containing compound salvage	BP
GO:0008656	cysteine type endopeptidase activator activity involved in apoptotic process	MF
GO:0008657	dna topoisomerase atp hydrolyzing inhibitor activity	MF
GO:0008658	penicillin binding	MF
GO:0008659	3r hydroxymyristoyl acyl carrier protein dehydratase activity	MF
GO:0008660	1 aminocyclopropane 1 carboxylate deaminase activity	MF
GO:0008661	1 deoxy d xylulose 5 phosphate synthase activity	MF
GO:0008662	1 phosphofructokinase activity	MF
GO:0008663	2 3 cyclic nucleotide 2 phosphodiesterase activity	MF
GO:0008664	2 5 rna ligase activity	MF
GO:0008666	2 3 4 5 tetrahydropyridine 2 6 dicarboxylate n succinyltransferase activity	MF
GO:0008667	2 3 dihydro 2 3 dihydroxybenzoate dehydrogenase activity	MF
GO:0008668	2 3 dihydroxybenzoyl adenylate synthase activity	MF
GO:0008670	2 4 dienoyl coa reductase nadph activity	MF
GO:0008671	2 dehydro 3 deoxygalactonokinase activity	MF
GO:0008672	2 dehydro 3 deoxyglucarate aldolase activity	MF
GO:0008673	2 dehydro 3 deoxygluconokinase activity	MF
GO:0008674	2 dehydro 3 deoxy 6 phosphogalactonate aldolase activity	MF
GO:0008675	2 dehydro 3 deoxy phosphogluconate aldolase activity	MF
GO:0008676	3 deoxy 8 phosphooctulonate synthase activity	MF
GO:0008677	2 dehydropantoate 2 reductase activity	MF
GO:0008678	2 deoxy d gluconate 3 dehydrogenase activity	MF
GO:0008679	2 hydroxy 3 oxopropionate reductase activity	MF
GO:0008681	2 octaprenyl 6 methoxyphenol hydroxylase activity	MF
GO:0008682	2 octoprenyl 3 methyl 6 methoxy 1 4 benzoquinone hydroxylase activity	MF
GO:0008683	2 oxoglutarate decarboxylase activity	MF
GO:0008684	2 oxopent 4 enoate hydratase activity	MF
GO:0008685	2 c methyl d erythritol 2 4 cyclodiphosphate synthase activity	MF
GO:0008686	3 4 dihydroxy 2 butanone 4 phosphate synthase activity	MF
GO:0008687	3 4 dihydroxyphenylacetate 2 3 dioxygenase activity	MF
GO:0008688	3 3 hydroxyphenyl propionate hydroxylase activity	MF
GO:0008689	3 demethylubiquinone 9 3 o methyltransferase activity	MF
GO:0008690	3 deoxy manno octulosonate cytidylyltransferase activity	MF
GO:0008691	3 hydroxybutyryl coa dehydrogenase activity	MF
GO:0008692	3 hydroxybutyryl coa epimerase activity	MF
GO:0008693	3 hydroxydecanoyl acyl carrier protein dehydratase activity	MF
GO:0008694	3 octaprenyl 4 hydroxybenzoate carboxy lyase activity	MF
GO:0008695	3 phenylpropionate dioxygenase activity	MF
GO:0008696	4 amino 4 deoxychorismate lyase activity	MF
GO:0008697	4 deoxy l threo 5 hexosulose uronate ketol isomerase activity	MF
GO:0008700	4 hydroxy 2 oxoglutarate aldolase activity	MF
GO:0008701	4 hydroxy 2 oxovalerate aldolase activity	MF
GO:0008703	5 amino 6 5 phosphoribosylamino uracil reductase activity	MF
GO:0008704	5 carboxymethyl 2 hydroxymuconate delta isomerase activity	MF
GO:0008705	methionine synthase activity	MF
GO:0008706	6 phospho beta glucosidase activity	MF
GO:0008707	4 phytase activity	MF
GO:0008709	cholate 7 alpha dehydrogenase activity	MF
GO:0008710	8 amino 7 oxononanoate synthase activity	MF
GO:0008712	adp glyceromanno heptose 6 epimerase activity	MF
GO:0008713	adp heptose lipopolysaccharide heptosyltransferase activity	MF
GO:0008714	amp nucleosidase activity	MF
